questionid,questiontext,questiontype,answerid_1,optiontext_1,fraction_1,answerstatus_1,answerid_2,optiontext_2,fraction_2,answerstatus_2,answerid_3,optiontext_3,fraction_3,answerstatus_3,answerid_4,optiontext_4,fraction_4,answerstatus_4,answerid_5,optiontext_5,fraction_5,answerstatus_5,answerid_6,optiontext_6,fraction_6,answerstatus_6,tagid_1,tagname_1,tagid_2,tagname_2,tagid_3,tagname_3,tagid_4,tagname_4,tagid_5,tagname_5,tagid_6,tagname_6,tagid_7,tagname_7
1850,"<p>A GCS score between 13-15 indicates:</p>",multichoice,4324,"<p>Mild head injury</p>",1.0000000,Correct,4325,"<p>Moderate head injury</p>",0.0000000,Incorrect,4326,"<p>Severe head injury</p>",0.0000000,Incorrect,,,,,,,,,,,,,1114,"Domain: evidence base practice",1120,"Type: knowledge",1227,"Competency Name: glasgow coma scale",1228,"Competency area: interpretation of score",1229,"Competency Definition: interpret GCS score",,,,
1851,"<p>A nurse applies pressure on fingertip. The patient responds by moving &amp; bending elbow. He also moves arm away. What would nurse do next?</p>",multichoice,4327,"<p>Perform trapezius pinch to confirm </p>",0.0000000,Incorrect,4328,"<p>Record withdrawal from stimuli</p>",1.0000000,Correct,4329,"<p>Put pressure on supraorbital notch to confirm </p>",0.0000000,Incorrect,4330,"<p>Record abnormal flexion</p>",0.0000000,Incorrect,,,,,,,,,1114,"Domain: evidence base practice",1117,"Type: skill",1227,"Competency Name: glasgow coma scale",1230,"Competency area: motor response",1231,"Competency Definition: interpretation of motor response",,,,
1852,"<p>A nurse is applying fingertip pressure to assess eye response of the patient. She understands that she would have to apply this pressure:</p>",multichoice,4331,"<p>With increasing intensity</p>",0.0000000,Incorrect,4332,"<p>With constant intensity </p>",0.0000000,Incorrect,4333,"<p>For a duration of 1 min</p>",0.0000000,Incorrect,4334,"<p>For a duration of 5- 10 sec</p>",0.0000000,Incorrect,4335,"<p>With increasing intensity &amp; for a duration of 5- 10 sec</p>",1.0000000,Correct,4336,"<p>With constant intensity &amp; for a duration of 1 min</p>",0.0000000,Incorrect,1114,"Domain: evidence base practice",1117,"Type: skill",1227,"Competency Name: glasgow coma scale",1232,"Competency area: eye response",1233,"Competency Definition: interpretation of verbal response",,,,
1853,"<p>A nurse is assessing response of a trauma patient. Patient has received severe injury on her eye and is unable to open eyes. A nurse would record this as ‘No eye opening’.</p>",multichoice,4337,<p>True </p>,0.0000000,Incorrect,4338,<p>False</p>,1.0000000,Correct,,,,,,,,,,,,,,,,,1114,"Domain: evidence base practice",1117,"Type: skill",1227,"Competency Name: glasgow coma scale",1232,"Competency area: eye response",1234,"Competency Definition: interpret verbal response",,,,
1854,"<p>A nurse reaches at patient bed side to assess GCS. The patient greets the nurse himself. A nurse records this response as:</p>",multichoice,4339,<p>Spontaneous </p>,0.0000000,Incorrect,4340,"<p>Obeys command</p>",0.0000000,Incorrect,4341,<p>Oriented</p>,1.0000000,Correct,,,,,,,,,,,,,1114,"Domain: evidence base practice",1120,"Type: knowledge",1227,"Competency Name: glasgow coma scale",1234,"Competency Definition: interpret verbal response",1235,"Competency area: verbal response",,,,
1856,"<p>A patient reacts to ‘trapezius pinch’ performed by nurse to assess motor response by trying to reach nurse’s hand. The nurse understands that this is response must be recorded as:</p>",multichoice,4345,<p>Localizes</p>,1.0000000,Correct,4346,<p>Withdrawal</p>,0.0000000,Incorrect,4347,"<p>Normal flexion</p>",0.0000000,Incorrect,,,,,,,,,,,,,1114,"Domain: evidence base practice",1117,"Type: skill",1227,"Competency Name: glasgow coma scale",1230,"Competency area: motor response",1236,"Competency Definition: interpret motor response",,,,
1857,"<p>A patient who does not open his eyes on giving trapezius pinch, has no verbal response and assume abnormal extension posture will have total GCS score of:</p>",multichoice,4348,<p>5</p>,0.0000000,Incorrect,4349,<p>4</p>,1.0000000,Correct,4350,<p>6</p>,0.0000000,Incorrect,,,,,,,,,,,,,1114,"Domain: evidence base practice",1117,"Type: skill",1227,"Competency Name: glasgow coma scale",1228,"Competency area: interpretation of score",1229,"Competency Definition: interpret GCS score",,,,
1858,"<p>A score of 8 or below 8 indicates that the person is in coma.</p>",multichoice,4351,<p>True </p>,1.0000000,Correct,4352,<p>False</p>,0.0000000,Incorrect,,,,,,,,,,,,,,,,,1114,"Domain: evidence base practice",1117,"Type: skill",1227,"Competency Name: glasgow coma scale",1228,"Competency area: interpretation of score",1229,"Competency Definition: interpret GCS score",,,,
1859,"<p>A total score of 3 on GCS indicates poor prognosis.</p>",multichoice,4353,<p>True</p>,1.0000000,Correct,4354,<p>False</p>,0.0000000,Incorrect,,,,,,,,,,,,,,,,,1114,"Domain: evidence base practice",1117,"Type: skill",1227,"Competency Name: glasgow coma scale",1228,"Competency area: interpretation of score",1229,"Competency Definition: interpret GCS score",,,,
1860,"<p>Abnormal flexion response&nbsp; is also known as:</p>",multichoice,4355,"<p>Decorticate posture</p>",1.0000000,Correct,4356,"<p>Decerebrate posture</p>",0.0000000,Incorrect,,,,,,,,,,,,,,,,,1114,"Domain: evidence base practice",1117,"Type: skill",1227,"Competency Name: glasgow coma scale",1230,"Competency area: motor response",1236,"Competency Definition: interpret motor response",,,,
1861,"<p>Before initiating GCS assessment, the purpose of ‘check’ step is to:</p>",multichoice,4357,"<p>Assess injuries that may affect the ability to respond</p>",0.0000000,Incorrect,4358,"<p>Identify possible communication issues</p>",0.0000000,Incorrect,4359,"<p>Both are correct</p>",1.0000000,Correct,,,,,,,,,,,,,1114,"Domain: evidence base practice",1120,"Type: knowledge",1227,"Competency Name: glasgow coma scale",1237,"Competency area: introduction to GCS score",1238,"Competency Definition: introduction to GCS score",,,,
1862,"<p>Glasgow coma Scale is a tool used to assess<span style=""text-decoration: underline;"">&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </span>of the patient:</p>",multichoice,4360,"<p>Attention span</p>",0.0000000,Incorrect,4361,"<p>Affective behavior</p>",0.0000000,Incorrect,4362,"<p>Thinking ability</p>",0.0000000,Incorrect,4363,"<p>Level of consciousness</p>",1.0000000,Correct,,,,,,,,,1114,"Domain: evidence base practice",1120,"Type: knowledge",1227,"Competency Name: glasgow coma scale",1237,"Competency area: introduction to GCS score",1238,"Competency Definition: introduction to GCS score",,,,
1864,"<p>If a patient shows abnormal flexion on left side and abnormal extension on the right side when given physical stimuli as trapezius pinch. A nurse would record:</p>",multichoice,4366,"<p>Abnormal extension as patient response</p>",0.0000000,Incorrect,4367,"<p>Abnormal flexion as patient response </p>",1.0000000,Correct,4368,"<p>Record both the responses</p>",0.0000000,Incorrect,,,,,,,,,,,,,1114,"Domain: evidence base practice",1117,"Type: skill",1227,"Competency Name: glasgow coma scale",1230,"Competency area: motor response",1236,"Competency Definition: interpret motor response",,,,
1865,"<p>If the patient elbows are extended, it is given <span style=""text-decoration: underline;"">           </span> score for motor component of GCS.</p>",multichoice,4369,<p>M4</p>,0.0000000,Incorrect,4370,<p>M3</p>,0.0000000,Incorrect,4371,<p>M2</p>,1.0000000,Correct,,,,,,,,,,,,,1114,"Domain: evidence base practice",1117,"Type: skill",1227,"Competency Name: glasgow coma scale",1230,"Competency area: motor response",1236,"Competency Definition: interpret motor response",,,,
3163,"<span style=""font-size: 1rem;"">In a unit where patients with spinal cord injury are admitted, the nurse can:</span><br>",multichoice,6358,"<p>Record response as non-testable</p>",0.0000000,Incorrect,6359,"<p>Record response as ‘No Motor Response’</p>",0.0000000,Incorrect,6360,"<p>Ask the patient to stick their tongue to check response</p>",1.0000000,Correct,,,,,,,,,,,,,1114,"Domain: evidence base practice",1120,"Type: knowledge",1227,"Competency Name: glasgow coma scale",1230,"Competency area: motor response",1236,"Competency Definition: interpret motor response",,,,
1868,"<p>Interpret the GCS score: E 2 V 2 M 3</p>",multichoice,4378,"<p>Patient open eyes to sound, is confused and withdraws to stimuli</p>",0.0000000,Incorrect,4379,"<p>Patient opens eyes to pain, is making some sounds and demonstrates abnormal flexion on trapezius pinch</p>",1.0000000,Correct,4380,"<p>Patient spontaneously opens eyes, is oriented and able to lift arm as instructed</p>",0.0000000,Incorrect,,,,,,,,,,,,,1114,"Domain: evidence base practice",1120,"Type: knowledge",1227,"Competency Name: glasgow coma scale",1228,"Competency area: interpretation of score",1229,"Competency Definition: interpret GCS score",,,,
1869,"<p>Interpret the GCS score: E 3 V4 M 5</p>",multichoice,4381,"<p>Patient open eyes to sound, is confused and reaches to stimuli</p>",1.0000000,Correct,4382,"<p>Patient opens eyes to pain, is making some sounds and demonstrates normal flexion on trapezius pinch</p>",0.0000000,Incorrect,4383,"<p>Patient s opens eyes spontaneously, is uttering words and able to lift arm as instructed</p>",0.0000000,Incorrect,,,,,,,,,,,,,1114,"Domain: evidence base practice",1120,"Type: knowledge",1227,"Competency Name: glasgow coma scale",1228,"Competency area: interpretation of score",1229,"Competency Definition: interpret GCS score",,,,
3164,"<span style=""font-size: 1rem;"">Maximum score for eye, verbal and motor responses are:</span><br>",multichoice,6361,"<p>Eye 4, Verbal 5, Motor 6</p>",1.0000000,Correct,6362,"<p>Eye 4, Verbal 4, Motor 4</p>",0.0000000,Incorrect,6363,"<p>Eye 4, Verbal 6, Motor 5</p>",0.0000000,Incorrect,6364,"<p>Eye 5, Verbal 4, Motor 6</p>",0.0000000,Incorrect,,,,,,,,,1114,"Domain: evidence base practice",1120,"Type: knowledge",1227,"Competency Name: glasgow coma scale",1239,"Competency area: introduction to GCS",1240,"Competency Definition: interpretation of GCS score",,,,
1871,"<p>Maximum score for verbal component of GCS is</p>",multichoice,4388,<p>V6</p>,0.0000000,Incorrect,4389,<p>V5</p>,1.0000000,Correct,4390,<p>V4</p>,0.0000000,Incorrect,,,,,,,,,,,,,1114,"Domain: evidence base practice",1120,"Type: knowledge",1227,"Competency Name: glasgow coma scale",1239,"Competency area: introduction to GCS",1241,"Competency Definition: verbal response",,,,
1872,"<p>Minimum score for GCS can never be zero.</p>",multichoice,4391,<p>True </p>,1.0000000,Correct,4392,<p>False</p>,0.0000000,Incorrect,,,,,,,,,,,,,,,,,1114,"Domain: evidence base practice",1120,"Type: knowledge",1227,"Competency Name: glasgow coma scale",1239,"Competency area: introduction to GCS",1242,"Competency Definition: GCS score",,,,
1873,"<p>Minimum score in each component of GCS is zero.</p>",multichoice,4393,<p>True </p>,0.0000000,Incorrect,4394,<p>False</p>,1.0000000,Correct,,,,,,,,,,,,,,,,,1114,"Domain: evidence base practice",1120,"Type: knowledge",1227,"Competency Name: glasgow coma scale",1239,"Competency area: introduction to GCS",1242,"Competency Definition: GCS score",,,,
1874,"<p>Nurse finds that the total score obtained after GCS assessment of a patient is 15. She interprets that the person:</p>",multichoice,4395,"<p>Is conscious and alert</p>",1.0000000,Correct,4396,"<p>Can improve this score with better care</p>",0.0000000,Incorrect,4397,"<p>Is unresponsive</p>",0.0000000,Incorrect,,,,,,,,,,,,,1114,"Domain: evidence base practice",1117,"Type: skill",1227,"Competency Name: glasgow coma scale",1228,"Competency area: interpretation of score",1229,"Competency Definition: interpret GCS score",,,,
1875,"<p>On performing trapezius tap, the patient did not respond. Nurse would score it as 0 or no response.</p>",multichoice,4398,<p>True </p>,0.0000000,Incorrect,4399,<p>False</p>,1.0000000,Correct,,,,,,,,,,,,,,,,,1114,"Domain: evidence base practice",1117,"Type: skill",1227,"Competency Name: glasgow coma scale",1228,"Competency area: interpretation of score",1236,"Competency Definition: interpret motor response",,,,
1876,"<p>Speaking with a person loudly is an example of using sound as stimuli during GCS assessment.</p>",multichoice,4400,<p>True</p>,1.0000000,Correct,4401,<p>False</p>,0.0000000,Incorrect,,,,,,,,,,,,,,,,,1114,"Domain: evidence base practice",1117,"Type: skill",1227,"Competency Name: glasgow coma scale",1235,"Competency area: verbal response",1241,"Competency Definition: verbal response",,,,
1877,"<p>The best response in the category for ‘Motor Response’ is:</p>",multichoice,4402,"<p>Patient is oriented</p>",0.0000000,Incorrect,4403,"<p>Obeys command</p>",1.0000000,Correct,4404,"<p>Removes source of stimuli </p>",0.0000000,Incorrect,4405,"<p>Assumes a decorticate posture</p>",0.0000000,Incorrect,,,,,,,,,1114,"Domain: evidence base practice",1120,"Type: knowledge",1227,"Competency Name: glasgow coma scale",1230,"Competency area: motor response",1243,"Competency Definition: motor response",,,,
1878,"<p>This is how a patient responded to trapezius pinch performed by a nurse. It will be recorded as:</p><p><img src=""@@PLUGINFILE@@/GSC%20image%203.png"" alt="""" width=""300"" height=""139"" role=""presentation"" class=""img-responsive atto_image_button_text-bottom""></p>",multichoice,4406,"<p>Normal flexion</p>",0.0000000,Incorrect,4407,"<p>Abnormal flexion</p>",0.0000000,Incorrect,4408,"<p>Abnormal extension</p>",1.0000000,Correct,,,,,,,,,,,,,1114,"Domain: evidence base practice",1120,"Type: knowledge",1227,"Competency Name: glasgow coma scale",1230,"Competency area: motor response",1243,"Competency Definition: motor response",,,,
1879,"<p>Which of the following is/are example (s) of ‘ physical stimuli’ used during GCS assessment:</p>",multichoice,4409,"<p>Trapezius pinch</p>",0.0000000,Incorrect,4410,"<p>Pressure on finger tip</p>",0.0000000,Incorrect,4411,"<p>Pain on the nail bed</p>",0.0000000,Incorrect,4412,"<p>Supraorbital notch </p>",0.0000000,Incorrect,4413,"<p>Trapezius pinch, pain on the nail bed &amp; supraorbital notch </p>",0.0000000,Incorrect,4414,"<p>Trapezius pinch, pressure on finger tip &amp; supraorbital notch </p>",1.0000000,Correct,1114,"Domain: evidence base practice",1120,"Type: knowledge",1227,"Competency Name: glasgow coma scale",1239,"Competency area: introduction to GCS",1240,"Competency Definition: interpretation of GCS score",,,,
1694,"CPAP is beneficial in patients with which condition among the following?",multichoice,4052,Pneumonia,0.0000000,Incorrect,4053,Cyanosis,0.0000000,Incorrect,4054,"CO2 retention",1.0000000,Correct,4055,Anemia,0.0000000,Incorrect,,,,,,,,,1114,"Domain: evidence base practice",1120,"Type: knowledge",1244,"Competency Name: Oxygen therapy adult",1245,"Competency area: CPAP",1246,"Competency Definition: benefits of CPAP",,,,
1703,"How does CPAP work?",multichoice,4088,"It varies the airway pressure and therefore improves ventilation.",0.0000000,Incorrect,4089,"It increases the airway pressure and therefore improves ventilation.",0.0000000,Incorrect,4090,"It does not change the airway pressure but improves ventilation.",0.0000000,Incorrect,4091,"It decreases the airway pressure and therefore improves ventilation.",1.0000000,Correct,,,,,,,,,1114,"Domain: evidence base practice",1120,"Type: knowledge",1244,"Competency Name: Oxygen therapy adult",1245,"Competency area: CPAP",1247,"Competency Definition: CPAP work",,,,
1705,"How much is the inspiratory pressure at which CPAP is set?",multichoice,4096,"10-15 cm of H2O",0.0000000,Incorrect,4097,"4-8 cm of H2O",1.0000000,Correct,4098,"8-10 cm of H2O",0.0000000,Incorrect,4099,"1-4 cm of H2O",0.0000000,Incorrect,,,,,,,,,1114,"Domain: evidence base practice",1120,"Type: knowledge",1244,"Competency Name: Oxygen therapy adult",1245,"Competency area: CPAP",1248,"Competency Definition: inspiratory pressure",,,,
1699,"Side effects of oxygen therapy are all <strong>except</strong>?",multichoice,4072,"Absorption atelactasis",0.0000000,Incorrect,4073,"Decreased vital capacity",0.0000000,Incorrect,4074,"Increased pulmonary compliance",1.0000000,Correct,4075,"Endothelial damage",0.0000000,Incorrect,,,,,,,,,1114,"Domain: evidence base practice",1120,"Type: knowledge",1244,"Competency Name: Oxygen therapy adult",1249,"Competency area: oxygen therapy",1250,"Competency Definition: side effects of oxygen therapy",,,,
1701,"The adequacy of tissue oxygenation is most accurately measured by",multichoice,4080,"Hematocrit values",0.0000000,Incorrect,4081,"Arterial blood gases",1.0000000,Correct,4082,"Hemoglobin levels",0.0000000,Incorrect,4083,"Pulmonary function tests",0.0000000,Incorrect,,,,,,,,,1114,"Domain: evidence base practice",1120,"Type: knowledge",1244,"Competency Name: Oxygen therapy adult",1249,"Competency area: oxygen therapy",1251,"Competency Definition: tissue oxygenation",,,,
1689,"The percentage of oxygen participating in gas-exchange is termed as ?",multichoice,4032,SpO2,0.0000000,Incorrect,4033,FiO2,1.0000000,Correct,4034,PAO2,0.0000000,Incorrect,4035,PACO2,0.0000000,Incorrect,,,,,,,,,1114,"Domain: evidence base practice",1120,"Type: knowledge",1244,"Competency Name: Oxygen therapy adult",1249,"Competency area: oxygen therapy",1252,"Competency Definition: oxygen participating in gas exchange",,,,
1693,"The simplest equipment used to increase patients breathing capacity in pre and post operative patients with thoracic surgery?",multichoice,4048,BiPAP,0.0000000,Incorrect,4049,Spirometer,1.0000000,Correct,4050,CPAP,0.0000000,Incorrect,4051,"Oxygen tent",0.0000000,Incorrect,,,,,,,,,1114,"Domain: evidence base practice",1120,"Type: knowledge",1244,"Competency Name: Oxygen therapy adult",1249,"Competency area: oxygen therapy",1253,"Competency Definition: equipment used to increase breathing capacity",,,,
1690,"What is the flow rate at which a simple face mask provides oxygen?",multichoice,4036,"1-6 Litre/mt",1.0000000,Correct,4037,"10-15 Litre/mt",0.0000000,Incorrect,4038,"8-12 Litre/mt",0.0000000,Incorrect,4039,"12-15 Litre/mt",0.0000000,Incorrect,,,,,,,,,1114,"Domain: evidence base practice",1120,"Type: knowledge",1244,"Competency Name: Oxygen therapy adult",1254,"Competency area: simple face mask",1255,"Competency Definition: flow rate for simple face mask",,,,
81169,"What is the normal range of oxygen in arterial blood gas?",multichoice,51561,"50-80 mm Hg",0.0000000,Incorrect,51562,"20-40 mm Hg",0.0000000,Incorrect,51563,"80-90 mm Hg",1.0000000,Correct,51564,"60-80 mm Hg",0.0000000,Incorrect,,,,,,,,,1114,"Domain: evidence base practice",1120,"Type: knowledge",1244,"Competency Name: Oxygen therapy adult",1256,"Competency area: arterial blood gas",1257,"Competency Definition: normal range of oxygen",,,,
1700,"When oxygen therapy via nasal cannula is ordered for a patient, the first action by the nurse is to",multichoice,4076,"Explain the rules of fire safety and oxygen use",1.0000000,Correct,4077,"Post an""oxygen in use"" sign on the door to the room",0.0000000,Incorrect,4078,"Adjust the oxygen level before applying the cannula",0.0000000,Incorrect,4079,"Lubricate the nares with water-soluble jelly",0.0000000,Incorrect,,,,,,,,,1114,"Domain: evidence base practice",1117,"Type: skill",1244,"Competency Name: Oxygen therapy adult",1258,"Competency area: nasal cannula",1259,"Competency Definition: first action by the nurse nasal cannula",,,,
1702,"When should humidification be used with oxygen therapy?",multichoice,4084,"When high flows of oxygen are required for longer than a week.",0.0000000,Incorrect,4085,"When high flows of oxygen are required for longer than four hours.",1.0000000,Correct,4086,"When high flows of oxygen are required for longer than 24 hours.",0.0000000,Incorrect,4087,"When high flows of oxygen are required for longer than one hour.",0.0000000,Incorrect,,,,,,,,,1114,"Domain: evidence base practice",1120,"Type: knowledge",1244,"Competency Name: Oxygen therapy adult",1249,"Competency area: oxygen therapy",1260,"Competency Definition: use of humidification with oxygen therapy",,,,
129935,"Which among the following is <strong>not </strong>an indication for oxygen administration?",multichoice,242246,COPD,0.0000000,Incorrect,242247,Shock,0.0000000,Incorrect,242248,Anemia,1.0000000,Correct,242249,Breathlessness,0.0000000,Incorrect,,,,,,,,,1114,"Domain: evidence base practice",1120,"Type: knowledge",1244,"Competency Name: Oxygen therapy adult",1249,"Competency area: oxygen therapy",1261,"Competency Definition: indication of oxygen administration",,,,
1696,"Which among the following refers to the extra air that can be inhaled beyond the normal tidal volume?",multichoice,4060,"Residual volume",0.0000000,Incorrect,4061,"Functional residual capacity",0.0000000,Incorrect,4062,"Expiratory reserve volume",0.0000000,Incorrect,4063,"Inspiratory reserve volume",1.0000000,Correct,,,,,,,,,1114,"Domain: evidence base practice",1120,"Type: knowledge",1244,"Competency Name: Oxygen therapy adult",1249,"Competency area: oxygen therapy",1261,"Competency Definition: indication of oxygen administration",,,,
1704,"Which is the mode of oxygen administration that provides assistance during inspiration and prevents airway closure during expiration?",multichoice,4092,BiPAP,1.0000000,Correct,4093,"Simple face mask",0.0000000,Incorrect,4094,CPAP,0.0000000,Incorrect,4095,"Tracheostomy collar",0.0000000,Incorrect,,,,,,,,,1114,"Domain: evidence base practice",1120,"Type: knowledge",1244,"Competency Name: Oxygen therapy adult",1262,"Competency area: modes of oxygen administration",1263,"Competency Definition: assistance during inspiration and prevents airway closure",,,,
1692,"Which is the most commonly used oxygen delivery mode that <strong>does not</strong> restrict patient activity?",multichoice,4044,"Venturi mask",0.0000000,Incorrect,4045,BiPAP,0.0000000,Incorrect,4046,"Nasal prongs",1.0000000,Correct,4047,"T tube",0.0000000,Incorrect,,,,,,,,,1114,"Domain: evidence base practice",1120,"Type: knowledge",1244,"Competency Name: Oxygen therapy adult",1262,"Competency area: modes of oxygen administration",1264,"Competency Definition: mode does not restrict patient activity",,,,
1697,"Which of the following is the initial sign of hypoxemia in an adult client?",multichoice,4064,"Tachypnea, Tachycardia",0.0000000,Incorrect,4065,"Tachycardia, Irritability",1.0000000,Correct,4066,"Tachycardia, Flaring of nares",0.0000000,Incorrect,4067,"Cyanosis, Pallor",0.0000000,Incorrect,,,,,,,,,1114,"Domain: evidence base practice",1120,"Type: knowledge",1244,"Competency Name: Oxygen therapy adult",1262,"Competency area: modes of oxygen administration",1264,"Competency Definition: mode does not restrict patient activity",,,,
1698,"Which of the following oxygen delivery method can deliver 100% Oxygen at 15 LPM?",multichoice,4068,"Nasal Cannula",0.0000000,Incorrect,4069,"Simple Face mask",0.0000000,Incorrect,4070,"Non Rebreather mask",1.0000000,Correct,4071,"Partial Rebreather mask",0.0000000,Incorrect,,,,,,,,,1114,"Domain: evidence base practice",1120,"Type: knowledge",1244,"Competency Name: Oxygen therapy adult",1262,"Competency area: modes of oxygen administration",1265,"Competency Definition: 100% Oxygen at 15 LPM",,,,
1686,"Which one of the following device provides fixed performance oxygen therapy?",multichoice,4020,"Nasal prongs",0.0000000,Incorrect,4021,"Venturi mask",1.0000000,Correct,4022,"T piece",0.0000000,Incorrect,4023,"Nasal catheter",0.0000000,Incorrect,,,,,,,,,1114,"Domain: evidence base practice",1120,"Type: knowledge",1244,"Competency Name: Oxygen therapy adult",1262,"Competency area: modes of oxygen administration",1266,"Competency Definition: fixed performance oxygen therapy",,,,
1695,"Which should be the priority intervention of a teaching plan to instruct a client about the proper use of an incentive spirometer?",multichoice,4056,"Instruct the client to exhale, put the mouthpiece in place, and take a breath for 5 to 10 seconds.",1.0000000,Correct,4057,"Instruct the client to inhale with the mouthpiece in place, and then exhale for 5 seconds.",0.0000000,Incorrect,4058,"Teach the client to exhale, put the mouthpiece in place, and take a breath for 20 seconds.",0.0000000,Incorrect,4059,"Instruct the client to inhale, put the mouthpiece in place, and then cough briskly.",0.0000000,Incorrect,,,,,,,,,1114,"Domain: evidence base practice",1120,"Type: knowledge",1244,"Competency Name: Oxygen therapy adult",1267,"Competency area: incentive spirometer",1268,"Competency Definition: priority intervention to client for use of incentive spirometer",,,,
1691,"You are preparing to transport a patient and the good doctor wants the patient to be on the highest FiO2 possible.  What are you going to bring?",multichoice,4040,"Nebulizer mask",0.0000000,Incorrect,4041,"Non-rebreathing mask",1.0000000,Correct,4042,"Blender system",0.0000000,Incorrect,4043,"Non-rebreathing circuit",0.0000000,Incorrect,,,,,,,,,1114,"Domain: evidence base practice",1120,"Type: knowledge",1244,"Competency Name: Oxygen therapy adult",1249,"Competency area: oxygen therapy",1269,"Competency Definition: mode of oxygen delivery",,,,
1855,"<p>A nurse receives a patient after surgery in ICU. She asks the patient about his name and date. Patient keeps something and the nurse is unable to correlate it to question asked. She would record this response as:</p>",multichoice,4342,"<p>Inappropriate words</p>",1.0000000,Correct,4343,"<p>Incomprehensible sound</p>",0.0000000,Incorrect,4344,<p>Confused</p>,0.0000000,Incorrect,,,,,,,,,,,,,1120,"Type: knowledge",1227,"Competency Name: glasgow coma scale",1234,"Competency Definition: interpret verbal response",1235,"Competency area: verbal response",,,,,,
66705,"According to JCI effective communication is all of the following except",multichoice,17711,"Timely and accurate",0.0000000,Incorrect,17712,Complete,0.0000000,Incorrect,17713,"Understood by others",0.0000000,Incorrect,17714,Ambiguous,1.0000000,Correct,,,,,,,,,1120,"Type: knowledge",1270,"Domain: Communication",1271,"Competency Name: Effective communication for client safety",1272,"Competency area: effective communication",1273,"Competency Definition: characteristics of effective communication",,,,
66714,"All verbal and telephone orders made must be countersigned by the ordering doctor within",multichoice,17747,"12 hours",0.0000000,Incorrect,17748,"24 hours",1.0000000,Correct,17749,"48 hours",0.0000000,Incorrect,17750,"72 hours",0.0000000,Incorrect,,,,,,,,,1120,"Type: knowledge",1270,"Domain: Communication",1271,"Competency Name: Effective communication for client safety",1274,"Competency area: verbal and telephone order",1275,"Competency Definition: method of receiving verbal or telephonic order",,,,
66710,"For any critical value, the performing technologist or laboratory staff shall be responsible for notifying",multichoice,17731,"The doctor who requested the test",0.0000000,Incorrect,17732,"The unit where the patient is admitted",0.0000000,Incorrect,17733,"Both the doctor who requested the test and the unit where the patient is admitted",1.0000000,Correct,17734,"None of the above",0.0000000,Incorrect,,,,,,,,,1120,"Type: knowledge",1270,"Domain: Communication",1271,"Competency Name: Effective communication for client safety",1276,"Competency area: critical values",1277,"Competency Definition: method of reporting critical values",,,,
66711,"Handoff communication is also referred as",multichoice,17735,"Handover communication",1.0000000,Correct,17736,"Handover skill communication",0.0000000,Incorrect,17737,"Effective Communication",0.0000000,Incorrect,17738,"All of the above",0.0000000,Incorrect,,,,,,,,,1120,"Type: knowledge",1270,"Domain: Communication",1271,"Competency Name: Effective communication for client safety",1278,"Competency area: handoff communication",1279,"Competency Definition: handover communication",,,,
66704,"Improve effective communication is identified as the",multichoice,17707,"First goal of IPSG",0.0000000,Incorrect,17708,"Second goal of IPSG",1.0000000,Correct,17709,"Third goal of IPSG",0.0000000,Incorrect,17710,"Fourth goal of IPSG",0.0000000,Incorrect,,,,,,,,,1120,"Type: knowledge",1270,"Domain: Communication",1271,"Competency Name: Effective communication for client safety",1272,"Competency area: effective communication",1280,"Competency Definition: goal of IPSG",,,,
66712,"Patient’s age, date of birth and identity related information during hand off is considered under",multichoice,17739,Situation,1.0000000,Correct,17740,Background,0.0000000,Incorrect,17741,Assessment,0.0000000,Incorrect,17742,Recommendation,0.0000000,Incorrect,,,,,,,,,1120,"Type: knowledge",1270,"Domain: Communication",1271,"Competency Name: Effective communication for client safety",1278,"Competency area: handoff communication",1281,"Competency Definition: SBAR technique",,,,
66713,"Readback policy is used for the reconfirmation of",multichoice,17743,"Text messages",0.0000000,Incorrect,17744,"Written messages",0.0000000,Incorrect,17745,Handover,0.0000000,Incorrect,17746,"Verbal or telephonic orders",1.0000000,Correct,,,,,,,,,1120,"Type: knowledge",1270,"Domain: Communication",1271,"Competency Name: Effective communication for client safety",1282,"Competency area: verbal and telephonic communication",1283,"Competency Definition: Read back policy",,,,
66708,"Technique used for telephonic communication and handoff is",multichoice,17723,BSAR,0.0000000,Incorrect,17724,SBAR,1.0000000,Correct,17725,SBRA,0.0000000,Incorrect,17726,BSRA,0.0000000,Incorrect,,,,,,,,,1120,"Type: knowledge",1270,"Domain: Communication",1271,"Competency Name: Effective communication for client safety",1282,"Competency area: verbal and telephonic communication",1284,"Competency Definition: techniques of telephonic communication",,,,
66707,"The overall goal to achieve effective verbal and telephonic communication is by",multichoice,17719,"Write down orders",0.0000000,Incorrect,17720,"Repeating the orders",0.0000000,Incorrect,17721,"Writing and reading back",1.0000000,Correct,17722,"None of the above",0.0000000,Incorrect,,,,,,,,,1120,"Type: knowledge",1270,"Domain: Communication",1271,"Competency Name: Effective communication for client safety",1282,"Competency area: verbal and telephonic communication",1285,"Competency Definition: goal of verbal and telephonic communication",,,,
